2019,YR2019,Curacao,CUW,..,..,..,10.902,17175,-0.9907094154,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157538,45.94457329,-1.425633433,85158,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Cyprus,CYP,..,..,..,33.195,397867,0.7948726155,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,..,..,..,..,..,..,..,1198575,50.00083432,0.7797881915,599277,..,..,16,2,..,..,..,..,..,..,..,..,..,629536,46.13508997,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Czech Republic,CZE,..,..,..,26.079,2782553,-0.1199257746,..,..,..,..,..,..,..,..,..,..,..,..,1.5,..,..,..,..,..,..,..,..,..,..,..,10669709,49.21436218,0.3735373167,5418680,..,..,179,2.8,..,..,..,..,..,..,..,..,..,5445535,44.74390487,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Denmark,DNK,..,..,..,12.006,698575,-0.5654099572,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,5818553,49.7181766,0.4291531638,2925675,..,..,187,3.7,..,..,..,..,..,..,..,..,..,3026441,47.37171483,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Djibouti,DJI,..,56.3,100,22.085,215011,0.8922957883,..,75.28794098,75.11437988,75.43859863,66.48243,66.478,66.48037,..,..,..,..,..,10.8,..,..,..,..,..,..,..,..,0.4,..,..,973560,52.58521073,1.515180502,461611,..,..,623,52.6,..,..,..,..,..,..,..,..,..,415214,39.79875438,..,..,..,..,..,..,..,..,..,..,..,..,6800,200,..,6200
2019,YR2019,Dominica,DMA,..,..,..,29.214,20978,-0.7787313807,..,100.3757629,98.70346069,101.9916534,..,..,..,..,..,..,..,..,1.9,..,..,..,..,..,..,..,..,..,..,..,71808,..,0.2551715425,..,..,..,27,33.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Dominican Republic,DOM,..,47.6,1000,18.172,1951483,-3.019019125,..,112.2282104,109.4302368,114.9201126,..,..,..,..,..,..,..,..,4.2,93.87033081,..,..,..,..,..,..,..,0.3,..,21,10738958,49.96945234,1.046460513,5372760,..,..,3989,25.6,..,..,..,..,..,..,..,..,..,4993453,40.32131673,..,..,..,..,..,..,..,..,..,..,..,..,72000,2800,..,71000
2019,YR2019,Early-demographic dividend,EAR,..,..,..,54.45920381,1791866077,0.5354879887,..,101.9569,101.331,102.5441,..,..,..,0.9780799747,..,..,..,..,4.730895697,91.38244629,..,..,..,..,..,..,..,..,..,..,3290290622,50.92513645,1.294583564,1614705634,..,..,1296471,29.343675,..,..,..,..,..,..,..,85.31536102,..,1303740803,29.81833094,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,East Asia & Pacific,EAS,..,..,..,40.11346726,938907166,-1.512773236,..,103.4764,103.3409,103.598,..,..,..,1.000429988,..,..,..,..,2.4,98.81214905,..,..,..,..,..,..,..,..,..,..,2340628292,50.67639266,0.5364899179,1154376978,..,..,218186,12.9,..,..,..,..,..,..,..,97.34680176,..,1265785108,43.32029176,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,East Asia & Pacific (excluding high income),EAP,..,..,..,43.42999638,909282997,-1.5452493,..,103.564,103.4122,103.6996,..,..,..,1.000249982,..,..,..,..,2.504664025,98.75375366,..,..,..,..,..,..,..,..,..,..,2093675040,50.84020181,0.5781954719,1029184609,..,..,215864,13.64259289,..,..,..,..,..,..,..,97.60212708,..,1132518723,43.23804074,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,43.49939775,899560656,-1.559973549,..,103.7054,103.5572,103.8376,..,..,..,1.000249982,..,..,..,..,2.483872748,98.76448822,..,..,..,..,..,..,..,..,..,..,2067984156,50.86418598,0.5797353362,1016071211,..,..,212496,13.63305817,..,..,..,..,..,..,..,97.57393646,..,1116015022,43.17952405,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Ecuador,ECU,..,30.8,500,36.014,6256951,1.222102442,..,..,..,..,..,..,..,..,..,..,..,..,3.8,..,..,..,..,..,..,..,..,0.1,..,25,17373662,50.02105774,1.679213179,8683172,..,..,2379,13.5,..,..,..,..,..,..,..,..,..,8545537,40.89170757,..,..,..,..,..,..,..,..,..,..,..,..,47000,2400,..,46000
2019,YR2019,"Egypt, Arab Rep.",EGY,..,30,1000,57.27,57492249,1.930894939,..,106.4095612,106.8514328,105.9935532,..,..,..,..,..,..,..,..,3.5,103.831459,..,..,..,..,..,..,..,0.1,..,..,100388073,50.52651771,1.976284348,49665476,..,..,28710,18.5,..,..,..,..,..,..,..,..,..,30828413,23.61102403,..,..,..,..,..,..,..,..,..,..,..,..,26000,5000,..,25000
2019,YR2019,El Salvador,SLV,..,37.3,200,27.254,1758851,-2.108605308,..,..,..,..,..,..,..,..,..,..,..,..,11.7,..,..,..,..,..,..,..,..,0.1,..,22.8,6453553,46.84790542,0.5096833019,3430199,..,..,765,12.6,..,..,..,..,..,..,..,..,..,2789514,41.95806151,..,..,..,..,..,..,..,..,..,..,..,..,27000,1000,..,26000
2019,YR2019,Equatorial Guinea,GNQ,..,51.5,1200,27.373,371174,1.775764743,..,..,..,..,..,..,..,..,..,..,..,..,10.9,..,..,..,..,..,..,..,..,3.1,..,..,1355986,55.59240462,3.528524074,602161,..,..,1289,66,..,..,..,..,..,..,..,..,..,529729,36.69800974,..,..,..,..,..,..,..,..,..,..,..,..,65000,5200,..,62000
2019,YR2019,Eritrea,ERI,..,59.4,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.5,..,..,..,..,..,..,..,..,0.3,..,..,..,..,..,..,..,..,1863,34.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14000,500,..,13000
2019,YR2019,Estonia,EST,..,..,..,30.949,410566,-0.2026850986,..,..,..,..,..,..,..,..,..,..,..,..,1.9,..,..,..,..,..,..,..,..,..,..,..,1326590,47.26937523,0.3483396618,699519,..,..,14,2,..,..,..,..,..,..,..,..,..,704366,48.12057936,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Eswatini,SWZ,..,63.4,2000,76.019,872797,0.8061767385,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,12.3,..,..,1148130,49.01784027,1.045309194,585341,..,..,548,42.6,..,..,..,..,..,..,..,..,..,374768,47.87388464,..,..,..,..,..,..,..,..,..,..,..,..,200000,4500,..,190000
2019,YR2019,Ethiopia,ETH,..,62.7,4500,78.775,88290020,1.994796255,..,..,..,..,..,..,..,..,..,..,..,..,8,..,..,..,..,..,..,..,..,0.4,..,..,112078730,50.02644971,2.579563348,56009720,..,..,98795,41.5,..,..,..,..,..,..,..,..,..,53195214,46.5174461,..,..,..,..,..,..,..,..,..,..,..,..,670000,15000,..,630000
2019,YR2019,Euro area,EMU,..,..,..,22.78231428,78051682,-0.7635788798,..,102.6133,102.4511,102.7667,..,..,..,..,..,..,..,..,1.127685729,95.55065155,..,..,..,..,..,..,..,..,..,..,342597698,48.92525888,0.2207275432,174980888,..,..,7016,3.427462893,..,..,..,..,..,..,..,..,..,165299695,46.11062591,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Europe & Central Asia,ECS,..,..,..,27.59085124,253655342,-0.3669355653,..,100.7812,100.5805,100.9713,..,..,..,0.9997900128,..,..,..,..,1.9,97.48355865,..,..,..,..,..,..,..,..,..,..,921140092,48.48672482,0.3505168557,473373345,..,..,47285,7.7,..,..,..,..,..,..,..,98.86026001,..,439064377,45.25567739,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Europe & Central Asia (excluding high income),ECA,..,..,..,32.18124197,127955945,-0.06920832737,..,99.50011,99.24105,99.74527,..,..,..,0.999909997,..,..,..,..,2.57416698,98.76992798,..,..,..,..,..,..,..,..,..,..,399404587,47.84845319,0.4955479455,207359941,..,..,35355,11.27448951,..,..,..,..,..,..,..,99.58109283,..,183743814,44.17556337,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,33.49791222,153757178,-0.1123616882,..,98.74127,98.44977,99.01722,..,..,..,0.9999600053,..,..,..,..,2.497469831,97.99452209,..,..,..,..,..,..,..,..,..,..,460799505,47.93525819,0.3985577553,238979901,..,..,37101,10.67771507,..,..,..,..,..,..,..,99.53375244,..,212715798,44.18496223,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,European Union,EUU,..,..,..,25.27047868,113088432,-0.6789346321,..,101.585,101.4261,101.7356,..,..,..,..,..,..,..,..,1.25402198,96.06841278,..,..,..,..,..,..,..,..,..,..,447512041,48.87534088,0.1643698968,228789007,..,..,9681,3.616366604,..,..,..,..,..,..,..,..,..,216229439,45.87305015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Faroe Islands,FRO,..,..,..,57.775,28124,0.09604952625,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48678,..,0.3725242281,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Fiji,FJI,..,31.8,100,43.25,384905,-0.4241392016,..,116.4591064,114.2040634,118.61689,..,..,..,..,..,..,..,..,3.7,..,..,..,..,..,..,..,..,0.1,..,..,889953,50.67211263,0.7296602421,438995,..,..,202,23.6,..,..,..,..,..,..,..,..,..,362720,33.07454786,..,..,..,..,..,..,..,..,..,..,..,..,1000,200,..,1000
2019,YR2019,Finland,FIN,..,..,..,14.554,803426,-0.3519946977,..,..,..,..,..,..,..,..,..,..,..,..,1.8,..,..,..,..,..,..,..,..,..,..,..,5520314,49.29739004,0.08678996315,2798943,..,..,70,2.1,..,..,..,..,..,..,..,..,..,2739091,47.99873389,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Fragile and conflict affected situations,FCS,..,56.05155856,..,55.04993143,438387014,1.454240112,..,94.28645,89.73664,98.69025,..,..,..,0.8887199759,..,..,..,..,10.0899246,75.69135284,..,..,..,..,..,..,..,0.8804225033,..,..,798138587,50.03170083,2.264148581,397884528,..,..,771791,60.90505205,..,..,..,..,..,..,..,71.18499756,..,274831882,40.61095372,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,France,FRA,..,..,..,19.291,12936523,-1.22411403,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,..,..,..,..,..,..,..,67059887,48.40261662,0.1402342177,34601147,..,..,1920,4.1,..,..,..,..,..,..,..,..,..,30386432,48.04623656,..,..,..,..,..,..,..,..,..,..,..,..,190000,..,..,190000
2019,YR2019,French Polynesia,PYF,..,..,..,38.103,106417,0.4124377304,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,279287,50.66222676,0.5774156655,137794,..,..,..,..,..,..,..,..,..,..,..,..,..,117164,43.54067802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Gabon,GAB,..,67.6,500,10.259,222885,-1.068369066,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,1.5,..,..,2172579,50.9161006,2.484089207,1066386,..,..,1359,34.7,..,..,..,..,..,..,..,..,..,721924,40.1744505,..,..,..,..,..,..,..,..,..,..,..,..,51000,1500,..,48000
2019,YR2019,"Gambia, The",GMB,..,61,500,38.069,893748,1.200352993,..,101.6599731,106.9315872,96.48123932,..,..,..,..,..,..,..,..,8.1,73.92729187,..,..,..,..,..,..,..,0.6,..,..,2347706,49.59602947,2.921850237,1183337,..,..,2427,39.9,..,..,..,..,..,..,..,..,..,779181,44.01647371,..,..,..,..,..,..,..,..,..,..,..,..,28000,2400,..,26000
2019,YR2019,Georgia,GEO,..,31.9,..,40.961,1523906,-1.154341387,..,99.29888153,99.69996643,98.93492126,..,..,..,..,..,..,..,..,2.8,91.68662262,..,..,..,..,..,..,..,0.1,..,19.5,3720382,47.68217372,-0.1656253136,1946423,..,..,258,9.5,..,..,..,..,..,..,..,..,..,2032911,44.89488226,..,..,..,..,..,..,..,..,..,..,..,..,9100,..,..,9000
2019,YR2019,Germany,DEU,..,..,..,22.624,18807964,-0.009038315766,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,..,..,..,..,..,..,..,..,..,83132799,49.39005506,0.273451074,42073464,..,..,1788,3.5,..,..,..,..,..,..,..,..,..,43577709,46.322683,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Ghana,GHA,..,65.6,5600,43.293,13168802,0.6791660315,..,104.8414078,105.5779495,104.1346207,85.72872,86.60582,86.15823,..,..,..,..,..,7.4,..,..,..,..,..,..,..,..,1,..,..,30417856,50.68103744,2.162577887,15001771,..,..,20399,37.5,..,..,..,..,..,..,..,..,..,12917053,46.49618609,..,..,..,..,..,..,..,..,..,..,..,..,340000,20000,..,320000
2019,YR2019,Gibraltar,GIB,..,..,..,0,0,..,..,107.7583008,108.938118,106.6326523,..,..,..,..,..,..,..,..,..,94.42060089,..,..,..,..,..,..,..,..,..,..,33701,..,-0.0504308885,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Greece,GRC,..,..,..,20.612,2208848,-1.742746049,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,..,..,..,..,..,..,..,10716322,49.08142989,-0.1544113552,5456598,..,..,178,3.6,..,..,..,..,..,..,..,..,..,4776602,43.78430524,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Greenland,GRL,..,..,..,12.948,7280,-1.445545422,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56225,..,0.3599177145,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Grenada,GRD,..,..,..,63.604,71238,0.2966297469,..,..,..,..,..,..,..,..,..,..,..,..,2.5,..,..,..,..,..,..,..,..,..,..,..,112003,50.37945751,0.4913706929,55576,..,..,20,15.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Guam,GUM,..,..,..,5.141,8601,-0.6027606055,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167294,50.47192086,0.9163523177,82858,..,..,..,..,..,..,..,..,..,..,..,..,..,81746,40.52920021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Guatemala,GTM,..,40.6,200,48.561,8063081,0.7706960701,..,101.8734894,100.7225189,102.9757004,..,..,..,..,..,..,..,..,6.3,78.92989349,..,..,..,..,..,..,..,0.1,..,..,16604026,49.25610341,1.560386048,8425530,..,..,5180,23,..,..,..,..,..,..,..,..,..,6847286,33.08303465,..,..,..,..,..,..,..,..,..,..,..,..,36000,1100,..,35000
2019,YR2019,Guinea,GIN,..,67,1900,63.5,8109741,2.269250642,..,..,..,..,..,..,..,..,..,..,..,..,13.3,..,..,..,..,..,..,..,..,0.8,..,..,12771246,48.2809195,2.834575382,6605171,..,..,13960,69.7,..,..,..,..,..,..,..,..,..,4444072,54.3102812,..,..,..,..,..,..,..,..,..,..,..,..,110000,4800,..,100000
2019,YR2019,Guinea-Bissau,GNB,..,62.8,1000,56.223,1080000,1.717535937,..,..,..,..,..,..,..,..,..,..,..,..,10.6,..,..,..,..,..,..,..,..,1.2,..,..,1920922,48.87577131,2.456522095,982057,..,..,2329,57.6,..,..,..,..,..,..,..,..,..,799652,47.73789098,..,..,..,..,..,..,..,..,..,..,..,..,40000,2100,..,37000
2019,YR2019,Guyana,GUY,..,48.7,100,73.311,573854,0.3687167889,..,..,..,..,..,..,..,..,..,..,..,..,5.8,..,..,..,..,..,..,..,..,0.3,..,..,782766,50.24061831,0.4817620106,389500,..,..,287,27.6,..,..,..,..,..,..,..,..,..,316951,39.19186246,..,..,..,..,..,..,..,..,..,..,..,..,8700,500,..,8300
2019,YR2019,Haiti,HTI,..,58,1700,43.808,4934129,-0.8150107342,..,..,..,..,..,..,..,..,..,..,..,..,6.8,..,..,..,..,..,..,..,..,0.9,..,..,11263077,49.34348769,1.249899403,5705482,..,..,6827,52.9,..,..,..,..,..,..,..,..,..,5080581,47.33167329,..,..,..,..,..,..,..,..,..,..,..,..,160000,5700,..,150000
2019,YR2019,Heavily indebted poor countries (HIPC),HPC,..,58.81142826,..,63.51871859,509234672,1.992994283,..,102.5951,99.56371,105.5624,..,..,..,0.9373999834,..,..,..,..,10.76415265,67.91596985,..,..,..,..,..,..,..,1.225478617,..,..,801708035,49.87812174,2.752202266,401831127,..,..,731341,51.51248121,..,..,..,..,..,..,..,69.58033752,..,319461326,45.34415787,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,High income,HIC,..,..,..,18.9525599,234218545,-0.5501464035,..,101.5891,101.595,101.5835,..,..,..,..,..,..,..,..,1.9,99.28865051,..,..,..,..,..,..,..,..,..,..,1235852827,49.79355902,0.4337298536,620062203,..,..,36227,4.6,..,..,..,..,..,..,..,..,..,625187581,44.17568125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Honduras,HND,..,39.1,200,42.27,4119684,0.1519231047,..,91.45446777,91.48806,91.42223358,..,..,..,..,..,..,..,..,4,77.25684357,..,..,..,..,..,..,..,0.1,..,..,9746117,49.95830646,1.640648793,4877122,..,..,1907,16,..,..,..,..,..,..,..,..,..,4614041,38.21097385,..,..,..,..,..,..,..,..,..,..,..,..,25000,1100,..,24000
2019,YR2019,"Hong Kong SAR, China",HKG,..,..,..,0,0,..,..,109.3225327,112.1207581,106.8727264,..,..,..,..,..,..,..,..,..,105.0946503,..,..,..,..,..,..,..,..,..,..,7507400,45.9711515,0.7540949202,4056162,..,..,..,..,..,..,..,..,..,..,..,..,..,3953996,49.40402064,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Hungary,HUN,..,..,..,28.356,2770367,-1.085423461,..,..,..,..,..,..,..,..,..,..,..,..,1.4,..,..,..,..,..,..,..,..,..,..,..,9769949,47.58288348,-0.0574556437,5121126,..,..,182,3.3,..,..,..,..,..,..,..,..,..,4720629,45.53041554,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Iceland,ISL,..,..,..,6.145,22203,1.726295539,..,..,..,..,..,..,..,..,..,..,..,..,1.5,..,..,..,..,..,..,..,..,..,..,..,361313,50.2098591,2.406724253,179898,..,..,4,1.7,..,..,..,..,..,..,..,..,..,217840,47.24201249,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,India,IND,..,..,..,65.528,895386226,0.3428499747,..,96.82868195,97.81433868,95.93580627,..,..,..,..,..,..,..,..,4,90.21476746,..,..,..,..,..,..,..,..,..,..,1366417754,51.9701657,1.015106028,656288183,..,..,522249,28.3,..,..,..,..,..,..,..,..,..,494261426,20.07626689,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Indonesia,IDN,..,..,..,44.015,119115844,-0.3877731669,..,..,..,..,..,..,..,..,..,..,..,..,4.7,..,..,..,..,..,..,..,..,..,..,..,270625568,50.35361681,1.100584587,134355806,..,..,59591,22.5,..,..,..,..,..,..,..,..,..,134776525,39.28375954,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,"Iran, Islamic Rep.",IRN,..,26.5,1000,24.609,20404283,-0.6313063731,..,..,..,..,..,..,..,..,..,..,..,..,4.7,..,..,..,..,..,..,..,..,0.1,..,..,82913906,50.52216038,1.352226023,41024009,..,..,13075,12.6,..,..,..,..,..,..,..,..,..,27903015,19.53454492,..,..,..,..,..,..,..,..,..,..,..,..,59000,4100,..,58000
2019,YR2019,Iraq,IRQ,..,..,..,29.322,11526415,1.557437425,..,..,..,..,..,..,..,..,..,..,..,..,4.3,..,..,..,..,..,..,..,..,..,..,..,39309783,50.60269848,2.254134219,19417972,..,..,17203,23.9,..,..,..,..,..,..,..,..,..,10475720,13.47968445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Ireland,IRL,..,29.4,..,36.595,1808321,0.8713859511,..,..,..,..,..,..,..,..,..,..,..,..,0.8,..,..,..,..,..,..,..,..,0.1,..,..,4941444,49.61431628,1.511494038,2489780,..,..,128,3.1,..,..,..,..,..,..,..,..,..,2418323,45.8308092,..,..,..,..,..,..,..,..,..,..,..,..,7500,..,..,7500
2019,YR2019,Isle of Man,IMN,..,..,..,47.265,39979,0.2905740879,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84584,..,0.6012077803,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Israel,ISR,..,..,..,7.499,678907,0.8005064927,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,..,..,..,..,..,..,..,9053300,49.73754524,1.901250951,4550411,..,..,329,3.2,..,..,..,..,..,..,..,..,..,4181133,47.42338978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Italy,ITA,..,29.4,500,29.264,17645430,-1.219206271,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,..,..,..,..,..,..,0.1,..,..,60297396,48.65564036,-0.2060386241,30959312,..,..,858,2.9,..,..,..,..,..,..,..,..,..,25946128,42.58287788,..,..,..,..,..,..,..,..,..,..,..,..,130000,2500,..,130000
2019,YR2019,Jamaica,JAM,..,36.4,500,44.015,1297685,-0.2477499633,..,85.0632782,84.12384796,85.97350311,..,..,..,..,..,..,..,..,3.6,84.92404175,..,..,..,..,..,..,..,0.3,..,..,2948279,49.64662411,0.4563561971,1484558,..,..,461,13.3,..,..,..,..,..,..,..,..,..,1488632,45.953466,..,..,..,..,..,..,..,..,..,..,..,..,32000,1600,..,32000
2019,YR2019,Japan,JPN,..,..,..,8.302,10482515,-1.191865594,..,..,..,..,..,..,..,..,..,..,..,..,0.9,..,..,..,..,..,..,..,..,..,..,..,126264931,48.83348888,-0.2089994729,64605360,..,..,782,1.9,..,..,..,..,..,..,..,..,..,68139088,44.02394995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Jordan,JOR,..,..,..,8.797,888646,-1.061809483,..,81.79920959,81.10333252,82.47644806,..,..,..,..,..,..,..,..,2.3,81.80763245,..,..,..,..,..,..,..,..,..,..,10101694,50.61738637,1.452664319,4988481,..,..,1974,14.6,..,..,..,..,..,..,..,..,..,2637892,18.12178057,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Kazakhstan,KAZ,..,32.6,1000,42.46,7861015,1.027321597,..,104.3713303,105.3301926,103.466629,..,..,86.85584,..,..,..,..,..,3,105.8281708,..,..,..,..,..,..,..,0.1,..,..,18513930,48.51245953,1.290742218,9532367,..,..,1757,10.5,..,..,..,..,..,..,..,..,..,9053149,48.02623927,..,..,..,..,..,..,..,..,..,..,..,..,33000,3700,..,33000
2019,YR2019,Kenya,KEN,..,63.4,14000,72.493,38112450,1.616062821,..,..,..,..,..,..,..,..,..,..,..,..,6.3,..,..,..,..,..,..,..,..,2.4,..,..,52573973,49.68691444,2.27190164,26451588,..,..,31343,34.9,..,..,..,..,..,..,..,..,..,23879160,49.03642339,..,..,..,..,..,..,..,..,..,..,..,..,1500000,42000,..,1400000
2019,YR2019,Kiribati,KIR,..,..,..,45.165,53117,-0.201239477,..,..,..,..,..,..,..,..,..,..,..,..,7.1,..,..,..,..,..,..,..,..,..,..,..,117606,49.16502279,1.506969958,59785,..,..,72,44.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,"Korea, Dem. Peopleâ€™s Rep.",PRK,..,..,..,37.866,9718749,-0.1643716052,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,..,..,..,..,25666161,48.9078342,0.4543199217,13113398,..,..,3376,14.4,..,..,..,..,..,..,..,..,..,16503701,47.19506249,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,"Korea, Rep.",KOR,..,..,..,18.57,9602379,0.3546341069,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,..,..,..,..,..,..,..,..,..,51709098,50.07183264,0.1983532084,25817405,..,..,565,2.9,..,..,..,..,..,..,..,..,..,28410822,42.10972143,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1794248,..,-0.1579915085,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Kuwait,KWT,..,..,..,0,0,..,..,88.00608826,94.78166199,82.25100708,..,..,..,..,..,..,..,..,2,77.27924347,..,..,..,..,..,..,..,..,..,..,4207083,60.92246469,1.672323183,1644024,..,..,251,7.4,..,..,..,..,..,..,..,..,..,2424991,25.05675279,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
