2019,YR2019,Portugal,PRT,..,..,..,34.236,3515838,-1.742518197,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,..,..,..,..,..,..,..,..,..,10269417,47.29698622,-0.1401725768,5412292,..,..,156,3.3,..,..,..,..,..,..,..,..,..,5239181,49.1277358,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Post-demographic dividend,PST,..,..,..,18.5342732,206270604,-0.6829757579,..,101.5091,101.4865,101.5307,..,..,..,..,..,..,..,..,1.725391329,100.0731812,..,..,..,..,..,..,..,..,..,..,1112914457,49.10233107,0.3130388652,566447515,..,..,30825,4.434513686,..,..,..,..,..,..,..,..,..,562758025,45.72862518,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Pre-demographic dividend,PRE,..,59.88376461,..,58.22354606,550155888,1.803500537,..,98.33512,95.11123,101.4794,..,..,..,0.9059299827,..,..,..,..,10.64067206,71.28684998,..,..,..,..,..,..,..,1.32205243,..,..,944902749,50.03555815,2.764302314,472115388,..,..,962629,58.85776542,..,..,..,..,..,..,..,70.27606201,..,341265684,44.59560253,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Puerto Rico,PRI,..,..,..,6.424,205163,0.04192667768,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3193694,47.4522432,0.01064654596,1678215,..,..,..,..,..,..,..,..,..,..,..,..,..,1050067,42.94954512,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Qatar,QAT,..,..,..,0.812,22996,-4.531354485,..,103.538063,105.1170807,102.0629272,..,..,..,..,..,..,..,..,1.7,96.33355713,..,..,..,..,..,..,..,..,..,..,2832067,75.33430482,1.795285051,698549,..,..,90,6,..,..,..,..,..,..,..,..,..,2124504,13.65080979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Romania,ROU,..,40,100,45.916,8887751,-0.7846159088,..,..,..,..,..,..,..,..,..,..,..,..,2.1,..,..,..,..,..,..,..,..,0.1,..,..,19356544,48.63672592,-0.5974971244,9942155,..,..,644,6.3,..,..,..,..,..,..,..,..,..,8932844,43.00031435,..,..,..,..,..,..,..,..,..,..,..,..,19000,1000,..,19000
2019,YR2019,Russian Federation,RUS,..,..,..,25.413,36689646,-0.6763946726,..,..,..,..,..,..,..,..,..,..,..,..,2.9,..,..,..,..,..,..,..,..,..,..,..,144373535,46.34393133,-0.07223437819,77465163,..,..,4751,5.4,..,..,..,..,..,..,..,..,..,73025684,48.57270354,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Rwanda,RWA,..,61.2,1500,82.687,10440846,2.484373245,..,131.3118744,129.9697876,132.6541443,..,..,..,..,..,..,..,..,5.9,90.63652802,..,..,..,..,..,..,..,1.1,..,..,12626950,49.14957213,2.607652645,6420858,..,..,6261,28.9,..,..,..,..,..,..,..,..,..,6362559,51.67700606,..,..,..,..,..,..,..,..,..,..,..,..,230000,5300,..,220000
2019,YR2019,Samoa,WSM,..,..,..,81.944,161509,0.7201942525,..,115.1093597,115.7220688,114.5421219,..,..,..,..,..,..,..,..,3.7,105.5847778,..,..,..,..,..,..,..,..,..,..,197097,51.75424799,0.4918288669,95091,..,..,39,14.1,..,..,..,..,..,..,..,..,..,53500,34.41682243,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,San Marino,SMR,..,..,..,2.632,891,-5.033885477,..,104.4219818,110.0806503,99.40405273,..,..,..,..,..,..,..,..,0.9,102.3952103,..,..,..,..,..,..,..,..,..,..,33860,..,0.2217459701,..,..,..,0,1.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Sao Tome and Principe,STP,..,..,..,26.402,56779,-1.075580561,..,..,..,..,..,..,..,..,..,..,..,..,6.1,..,..,..,..,..,..,..,..,..,..,..,215056,50.04045608,1.890763323,107441,..,..,94,26.1,..,..,..,..,..,..,..,..,..,71899,36.0700427,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Saudi Arabia,SAU,..,..,..,15.935,5460690,0.2957659351,..,100.712738,101.4772568,99.97353363,..,..,..,..,..,..,..,..,5.3,96.49504852,..,..,..,..,..,..,..,..,..,..,34268528,57.73090523,1.673111729,14484997,..,..,2170,6,..,..,..,..,..,..,..,..,..,14387604,15.82414973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Senegal,SEN,..,58.3,500,52.347,8530658,1.872949949,..,82.07385254,87.5838089,76.6986084,..,..,..,..,..,..,..,..,10.1,55.34680176,8.9,..,2.1,2.2,..,..,..,0.1,..,..,16296364,48.7620059,2.749747408,8349930,..,..,12156,36.2,..,..,..,..,..,12.5,..,..,..,4255475,40.39732345,..,..,..,..,..,..,..,..,..,..,..,..,41000,1400,..,38000
2019,YR2019,Serbia,SRB,..,15.4,100,43.74,3037732,-0.9237155462,..,99.64470673,99.59381866,99.69241333,..,..,..,..,..,..,..,..,1.4,98.8932724,..,..,..,..,..,..,..,0.1,..,..,6944975,48.98919636,-0.5403536617,3542688,..,..,265,5.1,..,..,..,..,..,..,..,..,..,3218840,44.49950914,..,..,..,..,..,..,..,..,..,..,..,..,3200,500,..,3200
2019,YR2019,Seychelles,SYC,..,..,..,42.881,41863,-0.1050495501,..,100.363678,102.8131866,98.04125977,..,..,..,..,..,..,..,..,5.8,94.66146088,..,..,..,..,..,..,..,..,..,..,97625,51.32646484,0.8879252933,47518,..,..,14,13.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Sierra Leone,SLE,..,60.2,1800,57.516,4493849,1.365963598,..,143.725174,145.5942688,141.8581848,..,..,..,..,..,..,..,..,24.9,82.70654297,..,..,..,..,..,..,..,1.2,..,..,7813215,49.89436476,2.109075252,3914861,..,..,8013,86.3,..,..,..,..,..,..,..,..,..,2681359,49.72922313,..,..,..,..,..,..,..,..,..,..,..,..,78000,4900,..,69000
2019,YR2019,Singapore,SGP,..,9.4,100,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,..,..,..,..,..,..,..,..,0.1,..,..,5703569,52.34401206,1.144283307,2718092,..,..,46,2.2,..,..,..,..,..,..,..,..,..,3527065,41.75454663,..,..,..,..,..,..,..,..,..,..,..,..,7900,200,..,7900
2019,YR2019,Sint Maarten (Dutch part),SXM,..,..,..,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40733,..,0.1941342593,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Slovak Republic,SVK,..,..,..,46.271,2523654,0.1274758588,..,..,..,..,..,..,..,..,..,..,..,..,1.7,..,..,..,..,..,..,..,..,..,..,..,5454073,48.68072491,0.1339712979,2798991,..,..,164,5.1,..,..,..,..,..,..,..,..,..,2743160,45.37803118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Slovenia,SVN,..,..,..,45.178,943292,0.05524736059,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,..,..,2087946,49.7766343,0.6752808084,1048637,..,..,23,1.8,..,..,..,..,..,..,..,..,..,1034477,46.22886734,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Small states,SST,..,53.05831635,..,40.8415396,16849378,0.6052539973,..,106.6048,105.8903,107.2981,..,..,..,1.008829951,..,..,..,..,6.250251776,85.91587067,..,..,..,..,..,..,..,3.111091984,..,..,41255484,52.43370326,1.673235199,19500265,..,..,17675,35.01638542,..,..,..,..,..,..,..,88.44574738,..,18700142,39.12283335,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Solomon Islands,SLB,..,..,..,75.79,507659,1.958947542,..,..,..,..,..,..,..,..,..,..,..,..,4.3,..,..,..,..,..,..,..,..,..,..,..,669823,50.84671875,2.565385064,329240,..,..,176,18.4,..,..,..,..,..,..,..,..,..,336195,48.60988414,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Somalia,SOM,..,54,100,54.446,8408044,1.790508808,..,..,..,..,..,..,..,..,..,..,..,..,17.2,..,..,..,..,..,..,..,..,0.1,..,..,15442905,49.86235104,2.855602116,7742709,..,..,23723,79.4,..,..,..,..,..,..,..,..,..,3924821,23.20044659,..,..,..,..,..,..,..,..,..,..,..,..,11000,500,..,9500
2019,YR2019,South Africa,ZAF,..,65.2,70000,33.144,19408553,-0.1616587574,..,..,..,..,..,..,..,..,..,..,..,..,7.6,..,..,..,..,..,..,..,..,10.2,..,..,58558270,49.28305341,1.338617391,29698967,..,..,13489,29.8,..,..,..,..,..,..,..,..,..,23300226,45.37780878,..,..,..,..,..,..,..,..,..,..,..,..,7500000,200000,..,7200000
2019,YR2019,South Asia,SAS,..,..,..,65.56810264,1203683978,0.5050628239,..,99.30749,98.62101,99.93752,..,..,..,0.9619500041,..,..,..,..,4.7,89.57054138,..,..,..,..,..,..,..,..,..,..,1835776742,51.63112205,1.17879909,887944612,..,..,882350,34.3,..,..,..,..,..,..,..,80.80539703,..,675416171,22.30160181,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,South Asia (IDA & IBRD),TSA,..,..,..,65.56810264,1203683978,0.5050628239,..,99.30749,98.62101,99.93752,..,..,..,0.9619500041,..,..,..,..,4.716488073,89.57054138,..,..,..,..,..,..,..,..,..,..,1835776742,51.63112205,1.17879909,887944612,..,..,882350,34.27522355,..,..,..,..,..,..,..,80.80539703,..,675416171,22.30160181,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,South Sudan,SSD,..,58.9,5300,80.101,8860863,0.4283009078,..,..,..,..,..,..,..,..,..,..,..,..,15.1,..,..,..,..,..,..,..,..,1.3,..,..,11062113,50.04947517,0.7822244344,5525584,..,..,14976,67.2,..,..,..,..,..,..,..,..,..,4678892,49.36273374,..,..,..,..,..,..,..,..,..,..,..,..,190000,19000,..,180000
2019,YR2019,Spain,ESP,..,18.4,1000,19.435,9149372,-0.6531857555,..,..,..,..,..,..,..,..,..,..,..,..,0.9,..,..,..,..,..,..,..,..,0.1,..,..,47076781,49.12757579,0.5944696753,23949100,..,..,698,2.8,..,..,..,..,..,..,..,..,..,23120097,46.25943395,..,..,..,..,..,..,..,..,..,..,..,..,150000,2700,..,150000
2019,YR2019,Sri Lanka,LKA,..,28.5,100,81.415,17750912,0.4780798578,..,..,..,..,..,..,..,..,..,..,..,..,1.6,..,..,..,..,..,..,..,..,0.1,..,..,21803000,47.99072714,0.6118759458,11339582,..,..,1416,6.6,..,..,..,..,..,..,..,..,..,8938985,34.70717313,..,..,..,..,..,..,..,..,..,..,..,..,3600,200,..,3600
2019,YR2019,St. Kitts and Nevis,KNA,..,..,..,69.201,36554,0.691778316,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,..,..,..,..,52823,..,0.7257973798,..,..,..,7,14.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,St. Lucia,LCA,..,..,..,81.246,148510,0.4007750974,..,102.3345337,103.2646027,101.4287567,..,..,..,..,..,..,..,..,4.2,103.664917,..,..,..,..,..,..,..,..,..,..,182790,49.24697065,0.494134202,92771,..,..,28,21.8,..,..,..,..,..,..,..,..,..,100322,45.30312394,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38002,..,1.961107678,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,St. Vincent and the Grenadines,VCT,..,..,..,47.386,52404,-0.530989857,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,..,..,..,..,110589,50.7238252,0.3432989934,54494,..,..,14,14.5,..,..,..,..,..,..,..,..,..,56676,40.60272426,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Sub-Saharan Africa,SSF,..,60.63697671,..,59.2872212,656284579,1.737367513,..,98.92252,96.60417,101.1889,..,..,..,0.9325399995,..,..,..,..,10.2,70.20670319,..,..,..,..,..,..,..,1.766384885,..,..,1106957898,49.89754719,2.657071757,554613061,..,..,1058469,56.6,..,..,..,..,..,..,..,72.22979736,..,427367900,46.49362236,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Sub-Saharan Africa (excluding high income),SSA,..,60.98492874,..,59.28873082,655492985,1.739416995,..,98.92216,96.60187,101.1905,..,..,..,0.9324600101,..,..,..,..,10.15076919,70.19055939,..,..,..,..,..,..,..,1.767733647,..,..,1105594562,49.8980128,2.660314268,553924848,..,..,1058325,56.57107398,..,..,..,..,..,..,..,72.19207001,..,426757216,46.50370153,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,60.63697671,..,59.2872212,656284579,1.737367513,..,98.92252,96.60417,101.1889,..,..,..,0.9325399995,..,..,..,..,10.14480735,70.20670319,..,..,..,..,..,..,..,1.766384885,..,..,1106957898,49.89754719,2.657071757,554613061,..,..,1058469,56.55573084,..,..,..,..,..,..,..,72.22979736,..,427367900,46.49362236,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Sudan,SDN,..,48.4,1000,65.064,27856005,1.940588242,..,..,..,..,..,..,..,..,..,..,..,..,10.9,..,..,..,..,..,..,..,..,0.1,..,..,42813238,49.95640951,2.391434033,21425282,..,..,37126,45.4,..,..,..,..,..,..,..,..,..,12410692,30.36493855,..,..,..,..,..,..,..,..,..,..,..,..,46000,3500,..,42000
2019,YR2019,Suriname,SUR,..,45,100,33.905,197114,0.826789901,..,109.2274399,109.1543884,109.2954178,..,..,..,..,..,..,..,..,3.2,78.62094879,..,..,..,..,..,..,..,0.3,..,..,581372,50.27065706,0.9298791777,289112,..,..,119,17.9,..,..,..,..,..,..,..,..,..,217284,38.11969588,..,..,..,..,..,..,..,..,..,..,..,..,5800,500,..,5600
2019,YR2019,Sweden,SWE,..,..,..,12.292,1264288,-1.150919963,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,..,..,..,..,..,..,..,10285453,50.07374663,1.077580381,5135141,..,..,165,2.3,..,..,..,..,..,..,..,..,..,5470074,47.7316029,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Switzerland,CHE,..,..,..,26.151,2242404,0.5094106935,..,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,..,..,..,..,..,..,..,..,..,8574832,49.59238705,0.7080892128,4322368,..,..,244,3.9,..,..,..,..,..,..,..,..,..,4978166,46.72881539,..,..,..,..,..,..,..,..,..,..,..,..,17000,500,..,17000
2019,YR2019,Syrian Arab Republic,SYR,..,30.8,100,45.179,7712116,-0.4835984547,..,..,..,..,..,..,..,..,..,..,..,..,7.1,..,..,..,..,..,..,..,..,0.1,..,..,17070135,50.11414089,0.9645117401,8515583,..,..,4545,19.6,..,..,..,..,..,..,..,..,..,5191550,16.465988,..,..,..,..,..,..,..,..,..,..,..,..,1000,100,..,1000
2019,YR2019,Tajikistan,TJK,..,25.6,500,72.691,6775541,2.150085992,..,..,..,..,..,..,..,..,..,..,..,..,1.6,..,..,..,..,..,..,..,..,0.1,..,26.3,9321018,50.40168874,2.390546289,4623068,..,..,4183,33.2,..,..,..,..,..,..,..,..,..,2464790,37.35673222,..,..,..,..,..,..,..,..,..,..,..,..,14000,1600,..,13000
2019,YR2019,Tanzania,TZA,..,61,24000,65.5,37993578,1.852401148,..,98.76699829,99.90480042,97.65402985,..,..,..,..,..,..,..,..,7,64.20284271,..,..,..,..,..,..,..,2.2,..,..,58005463,49.96188376,2.951681673,29024841,..,..,42814,39,..,..,..,..,..,..,..,..,..,27170342,48.17913223,..,..,..,..,..,..,..,..,..,..,..,..,1700000,77000,..,1600000
2019,YR2019,Thailand,THA,..,44.2,2700,49.308,34330982,-1.212189256,..,101.0526733,101.0075073,101.095253,..,..,..,..,..,..,..,..,6.1,94.39460754,..,..,..,..,..,..,..,0.2,..,..,69625582,48.69596133,0.2834265562,35720736,..,..,3759,8.5,..,..,..,..,..,..,..,..,..,38989896,45.60077052,..,..,..,..,..,..,..,..,..,..,..,..,470000,5400,..,470000
2019,YR2019,Timor-Leste,TLS,..,45.2,100,69.053,892937,1.430779956,..,112.4829788,111.2389832,113.6843033,..,..,..,..,..,..,..,..,15,101.3142776,..,..,..,..,..,..,..,0.1,..,..,1293119,50.53722779,1.963835583,639613,..,..,742,41.4,..,..,..,..,..,..,..,..,..,546036,45.63874909,..,..,..,..,..,..,..,..,..,..,..,..,1500,200,..,1400
2019,YR2019,Togo,TGO,..,62.9,1200,57.752,4667728,1.479354721,..,124.3186111,122.1859436,126.4389114,..,..,..,..,..,..,..,..,7.6,89.64704132,..,..,..,..,..,..,..,1,..,..,8082366,49.7459467,2.420335208,4061717,..,..,6563,50.3,..,..,..,..,..,..,..,..,..,3700152,49.67887806,..,..,..,..,..,..,..,..,..,..,..,..,120000,4500,..,110000
2019,YR2019,Tonga,TON,..,..,..,76.893,80349,1.280109667,..,..,..,..,..,..,..,..,..,..,..,..,3.1,..,..,..,..,..,..,..,..,..,..,..,104494,50.0358862,1.248987063,52210,..,..,19,12.3,..,..,..,..,..,..,..,..,..,40537,39.04087624,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Trinidad and Tobago,TTO,..,51,100,46.813,653029,0.3609716239,..,..,..,..,..,..,..,..,..,..,..,..,3.6,..,..,..,..,..,..,..,..,0.1,..,..,1394973,49.39048825,0.3673476597,705989,..,..,202,17.2,..,..,..,..,..,..,..,..,..,666923,42.54764043,..,..,..,..,..,..,..,..,..,..,..,..,11000,200,..,10000
2019,YR2019,Tunisia,TUN,..,25.8,100,30.746,3595658,0.1136459889,..,..,..,..,..,..,..,..,..,..,..,..,3.1,..,..,..,..,..,..,..,..,0.1,..,..,11694719,49.57775393,1.113643743,5896740,..,..,2381,15.8,..,..,..,..,..,..,..,..,..,4087299,26.31845627,..,..,..,..,..,..,..,..,..,..,..,..,6500,1000,..,6400
2019,YR2019,Turkey,TUR,..,..,..,24.37,20331797,-0.6393950539,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,83429615,49.35143588,1.339260351,42255902,..,..,6905,9.2,..,..,..,..,..,..,..,..,..,33368843,32.97648049,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Turkmenistan,TKM,..,..,..,47.952,2849351,0.6020153355,..,117.9140472,116.8324738,118.9670486,..,..,..,..,..,..,..,..,4.5,..,..,..,..,..,..,..,..,..,..,..,5942089,49.23664957,1.546389218,3016403,..,..,3233,41.3,..,..,..,..,..,..,..,..,..,2653050,40.9847157,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Turks and Caicos Islands,TCA,..,..,..,6.64,2536,-2.492340845,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38191,..,1.386860448,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Tuvalu,TUV,..,..,..,36.785,4284,-1.044941587,..,108.8330078,104.1005325,113.3333282,..,..,..,..,..,..,..,..,4.7,..,..,..,..,..,..,..,..,..,..,..,11646,..,1.192032773,..,..,..,5,22.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Uganda,UGA,..,61.2,20000,75.639,33485078,2.782680847,..,..,..,..,..,..,..,..,..,..,..,..,13.4,..,..,..,..,..,..,..,..,2.8,..,..,44269594,49.25992646,3.555740529,22462425,..,..,32914,36.9,..,..,..,..,..,..,..,..,..,16658774,49.31740475,..,..,..,..,..,..,..,..,..,..,..,..,1500000,53000,..,1400000
2019,YR2019,Ukraine,UKR,..,44.5,1300,30.527,13549456,-0.9289418844,..,..,..,..,..,..,..,..,..,..,..,..,2.4,..,..,..,..,..,..,..,..,0.1,..,..,44385155,46.32265393,-0.533355282,23824773,..,..,2047,7.9,..,..,..,..,..,..,..,..,..,20203893,47.16749886,..,..,..,..,..,..,..,..,..,..,..,..,250000,13000,..,250000
2019,YR2019,United Arab Emirates,ARE,..,..,..,13.211,1290785,-0.5621052127,..,..,..,..,..,..,..,..,..,..,..,..,2.3,..,..,..,..,..,..,..,..,..,..,..,9770529,69.25733579,1.438780445,3003721,..,..,398,7.1,..,..,..,..,..,..,..,..,..,6840917,17.57838898,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,United Kingdom,GBR,..,..,..,16.348,10926089,-0.980497918,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,..,..,66834405,49.38746555,0.5612553904,33826586,..,..,2142,4,..,..,..,..,..,..,..,..,..,34530463,46.82883053,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,United States,USA,..,..,..,17.541,57576495,-0.6766889592,..,..,..,..,..,..,..,..,..,..,..,..,2.6,..,..,..,..,..,..,..,..,..,..,..,328239523,49.48151279,0.4739535394,165821641,..,..,14546,6,..,..,..,..,..,..,..,..,..,165890069,46.03127448,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Upper middle income,UMC,..,..,..,33.64816653,960341736,-1.634381075,..,104.1253,103.7764,104.4434,..,..,..,0.9996600151,..,..,..,..,3.2,96.76509857,..,..,..,..,..,..,..,..,..,..,2855862789,50.27264482,0.6403425218,1419154560,..,..,279697,12.3,..,..,..,..,..,..,..,96.98825836,..,1461970411,42.21242676,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Uruguay,URY,..,..,..,4.574,158340,-1.631185865,..,..,..,..,..,..,..,..,..,..,..,..,3.5,..,..,..,..,..,..,..,..,..,..,8.8,3461734,48.29632921,0.359859761,1789844,..,..,200,6.7,..,..,..,..,..,..,..,..,..,1762838,45.51308742,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Uzbekistan,UZB,..,37.1,1000,49.567,16644921,1.968191307,..,102.2214813,101.5723572,102.8372116,..,..,..,..,..,..,..,..,3.7,105.8012314,..,..,..,..,..,..,..,0.1,..,..,33580650,49.87647246,1.877363542,16831806,..,..,6827,17.7,..,..,..,..,..,..,..,..,..,15555948,40.83425838,..,..,..,..,..,..,..,..,..,..,..,..,50000,4400,..,44000
2019,YR2019,Vanuatu,VUT,..,..,..,74.606,223730,2.270246088,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,..,..,..,..,..,..,..,299882,50.69927505,2.430920193,147844,..,..,100,23.6,..,..,..,..,..,..,..,..,..,128427,43.58429302,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,"Venezuela, RB",VEN,..,41.3,1900,11.76,3353461,-1.506783483,..,..,..,..,..,..,..,..,..,..,..,..,10.7,..,..,..,..,..,..,..,..,0.3,..,..,28515829,49.25414583,-1.235041146,14470601,..,..,7520,22.8,..,..,..,..,..,..,..,..,..,12364879,39.11532009,..,..,..,..,..,..,..,..,..,..,..,..,110000,5200,..,110000
2019,YR2019,Vietnam,VNM,..,31.3,1000,63.372,61129966,-0.1524684483,..,115.435173,116.7245865,114.2806702,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,0.1,..,..,96462106,49.91737481,0.9601104939,48310755,..,..,16587,18,..,..,..,..,..,..,..,..,..,57364650,47.80673464,..,..,..,..,..,..,..,..,..,..,..,..,230000,5200,..,220000
2019,YR2019,Virgin Islands (U.S.),VIR,..,..,..,4.168,4444,-2.970734975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106631,47.52770633,-0.3239581875,55952,..,..,..,..,..,..,..,..,..,..,..,..,..,51887,51.46183052,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,West Bank and Gaza,PSE,..,..,..,23.56,1103858,1.347066763,..,97.7313385,97.69850159,97.76275635,..,..,..,..,..,..,..,..,3.4,95.89272308,..,..,..,..,..,..,..,..,..,..,4685306,50.71543828,2.511782463,2309133,..,..,1528,18,..,..,..,..,..,..,..,..,..,1260102,19.99115945,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,World,WLD,..,53,460000,44.28571528,3397467985,0.0721419432,..,101.5937,100.6078,102.5166,..,..,..,0.9751300216,..,..,..,..,4.9,89.90387726,..,..,..,..,..,..,..,0.4,..,..,7673533972,50.41609639,1.074839129,3803439712,..,..,2440464,30.3,..,..,..,..,..,..,..,89.93315125,..,3459966078,38.8508119,..,..,..,..,..,..,..,..,..,..,..,..,38000000,1700000,..,36200000
2019,YR2019,"Yemen, Rep.",YEM,..,21.9,200,62.727,18292399,1.299661303,..,..,..,..,..,..,..,..,..,..,..,..,10.7,..,..,..,..,..,..,..,..,0.1,..,..,29161922,50.38174096,2.300580114,14469638,..,..,23220,47.6,..,..,..,..,..,..,..,..,..,6734980,7.678374695,..,..,..,..,..,..,..,..,..,..,..,..,11000,1000,..,11000
2019,YR2019,Zambia,ZMB,..,59.8,19000,55.928,9989317,1.911995882,..,..,..,..,..,..,..,..,..,..,..,..,9.3,..,..,..,..,..,..,..,..,5.5,..,..,17861030,49.51120971,2.892372927,9017818,..,..,14902,46.1,..,..,..,..,..,..,..,..,..,7401485,48.32576165,..,..,..,..,..,..,..,..,..,..,..,..,1200000,51000,..,1200000
2019,YR2019,Zimbabwe,ZWE,5.4,59.6,13000,67.79,9928163,1.418205216,..,..,..,..,..,..,..,..,..,..,..,..,9.7,..,3,..,0.3,0.4,..,..,..,5.9,..,38.3,14645468,47.682673,1.419681046,7662117,..,..,11283,42.6,..,..,..,..,..,9,..,..,..,7039493,50.88757102,..,..,..,..,..,..,..,..,..,..,..,..,1400000,40000,..,1300000